"Canton (-) / District (>>) / Commune (......)","Date et objet","Bulletins valables","Oui","Oui en %"
"Suisse","2004-11-28 Loi fédérale relative à la recherche sur les cellules souches embryonnaires",1742236,1156706,66.39
"Suisse","2004-11-28 Arrêté fédéral sur un nouveau régime financier",1705557,1258895,73.81
"Suisse","2004-11-28 Arrêté fédéral concernant la réforme de la péréquation financière et de la répartition des tâches entre la Confédération et les cantons (RPT)",1715896,1104565,64.37
"Suisse","2004-09-26 Loi fédérale sur le régime des allocations pour perte de gain en faveur des personnes servant dans l'armée, dans le service civil ou dans la protection civile (Loi sur les allocations pour perte de gain, LAPG)",2555739,1417159,55.45
"Suisse","2004-09-26 Initiative populaire 'Services postaux pour tous'",2506885,1247771,49.77
"Suisse","2004-09-26 Arrêté fédéral sur l'acquisition de la nationalité par les étrangers de la troisième génération",2561499,1238912,48.37
"Suisse","2004-09-26 Arrêté fédéral sur la naturalisation ordinaire et sur la naturalisation facilitée des jeunes étrangers de la deuxième génération",2558982,1106529,43.24
"Suisse","2004-05-16 Loi fédérale sur la modification d'actes concernant l'imposition du couple et de la famille, l'imposition du logement et les droits de timbre",2407385,821475,34.12
"Suisse","2004-05-16 Arrêté fédéral sur le financement de l'AVS/AI per le biais d'un relèvement de la taxe sur la valeur ajoutée",2407897,756550,31.42
"Suisse","2004-05-16 Loi fédérale sur l'assurance-vieillesse et survivants (11e révision de l'AVS)",2407345,772773,32.10
"Suisse","2004-02-08 Initiative populaire «Internement à vie pour les délinquants sexuels ou violents jugés très dangereux et non amendables»",2133436,1198867,56.19
"Suisse","2004-02-08 Code des obligations (Bail à loyer). Modification",2103019,755561,35.93
"Suisse","2004-02-08 Contre-projet relatif à l'initiative populaire «Avanti - pour des autoroutes sûres et performantes»",2152132,800632,37.20
"Suisse","2003-05-18 Initiative populaire «Pour une offre appropriée en matière de formation professionnelle»",2287256,722931,31.61
"Suisse","2003-05-18 Initiative populaire «Moratoire-plus - Pour la prolongation du moratoire dans la construction de centrales nucléaires et la limitation du risque nucléaire»",2297297,955624,41.60
"Suisse","2003-05-18 Initiative populaire «Sortir du nucléaire - Pour un tournant dans le domaine de l'énergie et pour la désaffectation progressive des centrales nucléaires»",2324152,783586,33.71
"Suisse","2003-05-18 Initiative populaire «Droits égaux pour les personnes handicapées»",2310142,870249,37.67
"Suisse","2003-05-18 Initiative populaire «La santé à un prix abordable»",2307767,625073,27.09
"Suisse","2003-05-18 Initiative populaire «pour un dimanche sans voitures par saison - un essai limité à quatre ans»",2342747,881953,37.65
"Suisse","2003-05-18 Initiative populaire «pour des loyers loyaux»",2289789,749388,32.73
"Suisse","2003-05-18 Loi fédérale sur la protection de la population et sur la protection civile",2270837,1829339,80.56
"Suisse","2003-05-18 Loi fédérale sur l'armée (armée XXI)",2260029,1718452,76.04
"Suisse","2003-02-09 Loi fédérale sur l'adaptation des participations cantonales aux coûts des traitements hospitaliers",1329801,1028673,77.36
"Suisse","2003-02-09 Arrêté fédéral relatif à la révision des droits populaires",1327643,934005,70.35
"Suisse","2002-11-24 Loi fédérale sur l'assurance-chômage obligatoire et l'indemnité en cas d'insolvabilité",2201223,1234793,56.10
"Suisse","2002-11-24 Initiative populaire «contre les abus dans le droit d'asile»",2242892,1119342,49.91
"Suisse","2002-09-22 Loi sur le marché de l'électricité",2051182,972770,47.42
"Suisse","2002-09-22 Initiative sur l'or et contre-projet: question subsidiaire",2122367,953316,48.30
"Suisse","2002-09-22 L'or à l'AVS, aux cantons et à la Fondation (contre projet à l'initiative sur l'or)",2122367,984537,48.22
"Suisse","2002-09-22 Initiative populaire «pour le versement au fonds AVS des réserves d'or excédentaires de la Banque nationale suisse»",2122367,984058,47.56
"Suisse","2002-06-02 Initiative populaire «pour la mère et l'enfant - pour la protection de l'enfant à naître et pour l'aide à sa mère dans la détresse»",1931302,352432,18.25
"Suisse","2002-06-02 Code pénal suisse (interruption de grossesse, régime du délai)",1939650,1399545,72.15
"Suisse","2002-03-03 Initiative populaire «pour une durée du travail réduite»",2708133,686935,25.37
"Suisse","2002-03-03 Initiative populaire «pour l'adhésion de la Suisse à l'Organisation des Nations Unies (ONU)»",2726739,1489110,54.61
"Suisse","2001-12-02 Initiative populaire «pour un impôt sur les gains en capital»",1744109,594927,34.11
"Suisse","2001-12-02 Initiative populaire «La solidarité crée la sécurité: pour un service civil volontaire pour la paix (SCP)»",1744091,404870,23.21
"Suisse","2001-12-02 Initiative populaire «pour une politique de sécurité crédible et une Suisse sans armée»",1757325,384905,21.90
"Suisse","2001-12-02 Initiative populaire «pour garantir l'AVS - taxer l'énergie et non le travail!»",1739748,397747,22.86
"Suisse","2001-12-02 Arrêté fédéral concernant un frein à l'endettement",1737349,1472259,84.74
"Suisse","2001-06-10 Arrêté fédéral portant abrogation de la disposition constitutionnelle soumettant l'érection des évêchés à l'approbation de la Confédération",1860664,1194556,64.20
"Suisse","2001-06-10 Loi fédérale sur l'armée et l'administration militaire (Coopération en matière d'instruction)",1957777,1001274,51.14
"Suisse","2001-06-10 Loi fédérale sur l'armée et l'administration militaire (Armement)",1965626,1002297,50.99
"Suisse","2001-03-04 Initiative populaire «pour plus de sécurité à l'intérieur des localités grâce à une vitesse maximale de 30 km/h assortie d'exceptions (Rues pour tous)»",2588923,525609,20.30
"Suisse","2001-03-04 Initiative populaire «pour des médicaments à moindre prix»",2565718,791589,30.85
"Suisse","2001-03-04 Initiative populaire «Oui à l'Europe!»",2579766,597217,23.15
"Suisse","2000-11-26 Loi sur le personnel de la Confédération",1876376,1253995,66.83
"Suisse","2000-11-26 Initiative populaire «pour des coûts hospitaliers moins élevés»",1917536,343008,17.89
"Suisse","2000-11-26 Initiative populaire «Economiser dans l'armée et la défense générale - pour davantage de paix et d'emplois d'avenir»",1921970,723047,37.62
"Suisse","2000-11-26 Initiative populaire «pour une retraite à la carte dès 62 ans, tant pour les femmes que pour les hommes»",1924757,885772,46.02
"Suisse","2000-11-26 Initiative populaire «pour un assouplissement de l'AVS - contre le relèvement de l'âge de la retraite des femmes»",1916131,756337,39.47
"Suisse","2000-09-24 Initiative populaire «pour davantage de droits au peuple grâce au référendum avec contre-proposition»",1984806,676776,34.10
"Suisse","2000-09-24 Initiative populaire «pour une réglementation de l'immigration»",2084850,754626,36.20
"Suisse","2000-09-24 Article constitutionnel relatif à une redevance incitative sur l'énergie en faveur de l'environnement",2017747,898050,44.51
"Suisse","2000-09-24 Initiative solaire et contre-projet: question subsidiaire",2037256,570401,34.56
"Suisse","2000-09-24 Article constitutionnel sur une redevance pour l'encouragement des énergies renouvelables",2037256,922481,46.63
"Suisse","2000-09-24 Initiative populaire «pour l'introduction d'un centime solaire»",2037256,636848,31.82
"Suisse","2000-05-21 Arrêté fédéral portant approbation des accords sectoriels entre, d'une part, la Confédération suisse et, d'autre part, la Communauté européenne",2228073,1497093,67.19
"Suisse","2000-03-12 Initiative populaire «visant à réduire de moitié le trafic routier motorisé afin de maintenir et d'améliorer des espaces vitaux (initiative pour la réduction du trafic)»",1948123,415605,21.33
"Suisse","2000-03-12 Initiative populaire «pour la protection de l'être humain contre les techniques de reproduction artificielle (initiative pour une procréation respectant la dignité humaine [PPD])»",1911167,539795,28.24
"Suisse","2000-03-12 Initiative populaire «pour une représentation équitable des femmes dans les autorités fédérales (initiative du 3 mars)»",1927173,346314,17.97
"Suisse","2000-03-12 Initiative populaire «pour une démocratie directe plus rapide (délai de traitement des initiatives populaires présentées sous forme de projet rédigé de toutes pièces)»",1909954,573038,30.00
"Suisse","2000-03-12 Arrêté fédéral sur la réforme de la justice",1864462,1610107,86.36
"Suisse","1999-06-13 Loi fédérale sur l'assurance-maternité",2109282,822458,38.99
"Suisse","1999-06-13 Loi fédérale sur l'assurance-invalidité",2049783,620797,30.29
"Suisse","1999-06-13 Arrêté fédéral sur la prescription médicale d'héroïne",2073312,1128393,54.42
"Suisse","1999-06-13 Arrêté fédéral sur les mesures d'urgence dans le domaine de l'asile et des étrangers",2043892,1447984,70.84
"Suisse","1999-06-13 Loi sur l'asile",2044526,1443137,70.59
"Suisse","1999-04-18 Arrêté fédéral relatif à une mise à jour de la Constitution fédérale",1638468,969310,59.16
"Suisse","1999-02-07 Loi fédérale sur l'aménagement du territoire",1702612,952482,55.94
"Suisse","1999-02-07 Initiative populaire «Propriété du logement pour tous»",1746742,721717,41.32
"Suisse","1999-02-07 Arrêté fédéral concernant un article constitutionnel sur la médecine de la transplantation",1711188,1501925,87.77
"Suisse","1999-02-07 Arrêté fédéral concernant la modification des conditions d'éligibilité au Conseil fédéral",1723592,1287081,74.67
"Suisse","1998-11-29 Loi fédérale sur le travail dans l'industrie, l'artisanat et le commerce",1692989,1072978,63.38
"Suisse","1998-11-29 Initiative populaire «pour une politique raisonnable en matière de drogue»",1743521,453451,26.01
"Suisse","1998-11-29 Arrêté fédéral sur un nouvel article céréalier de durée limitée",1660058,1318585,79.43
"Suisse","1998-11-29 Arrêté fédéral relatif à la réalisation et au financement des projets d'infrastructure des transports publics",1739008,1104294,63.50
"Suisse","1998-09-27 Initiative populaire «pour la 10e révision de l'AVS sans relèvement de l'âge de la retraite»",2348105,973966,41.48
"Suisse","1998-09-27 Initiative populaire «pour des produits alimentaires bon marché et des exploitations agricoles écologiques»",2329460,535436,22.99
"Suisse","1998-09-27 Loi fédérale concernant une redevance sur le trafic des poids lourds liée aux prestations",2370105,1355735,57.20
"Suisse","1998-06-07 Initiative populaire «S.o.S. - pour une Suisse sans police fouineuse»",1834144,451089,24.59
"Suisse","1998-06-07 Initiative populaire «pour la protection de la vie et de l'environnement contre les manipulations génétiques (Initiative pour la protection génétique)»",1877266,624964,33.29
"Suisse","1998-06-07 Arrêté fédéral instituant des mesures visant à équilibrer le budget",1810815,1280329,70.70
"Suisse","1997-09-28 Initiative populaire «Jeunesse sans drogue»",1859773,545713,29.34
"Suisse","1997-09-28 Arrêté fédéral sur le financement de l'assurance-chômage",1832818,901361,49.18
"Suisse","1997-06-08 Arrêté fédéral concernant la suppression de la régale des poudres",1543211,1268162,82.18
"Suisse","1997-06-08 Initiative populaire «pour l'interdiction d'exporter du matériel de guerre»",1605033,361164,22.50
"Suisse","1997-06-08 Initiative populaire «Négociations d'adhésion à l'UE: que le peuple décide!»",1606160,416720,25.95
"Suisse","1996-12-01 Loi fédérale sur le travail dans l'industrie, l'artisanat et le commerce",2116835,697874,32.97
"Suisse","1996-12-01 Initiative populaire «contre l'immigration clandestine»",2121168,982867,46.34
"Suisse","1996-06-09 Loi sur l'organisation du gouvernement et de l'administration (LOGA)",1382620,544630,39.39
"Suisse","1996-06-09 Contre-projet de l'Assemblée fédérale relatif à l'initiative populaire «Paysans et consommateurs - pour une agriculture en accord avec la nature»",1400408,1086534,77.59
"Suisse","1996-03-10 Arrêté fédéral concernant la suppression des contributions fédérales aux places de stationnement près des gares",1374011,741219,53.95
"Suisse","1996-03-10 Arrêté fédéral concernant l'abrogation de l'obligation de rachat des appareils à distiller et de prise en charge de l'eau-de-vie",1349998,1090783,80.80
"Suisse","1996-03-10 Arrêté fédéral supprimant la compétence cantonale en matière d'acquisition de l'équipement personnel des militaires",1376700,601613,43.70
"Suisse","1996-03-10 Arrêté fédéral sur le transfert de la commune bernoise de Vellerat au canton du Jura",1364833,1250728,91.64
"Suisse","1996-03-10 Arrêté fédéral concernant la révision de l'article constitutionnel sur les langues (art. 116 cst.)",1381205,1052052,76.17
"Suisse","1995-06-25 Loi fédérale sur l'acquisition d'immeubles par des personnes à l'étranger (LFAIE)",1797375,834673,46.44
"Suisse","1995-06-25 Initiative populaire «pour l'extension de l'AVS et de l'AI»",1806568,499266,27.64
"Suisse","1995-06-25 Loi fédérale sur l'assurance-vieillesse et survivants",1828402,1110053,60.71
"Suisse","1995-03-12 Arrêté fédéral instituant un frein aux dépenses",1668056,1390831,83.38
"Suisse","1995-03-12 Loi fédérale sur l'agriculture (contributions de solidarité)",1696671,569950,33.59
"Suisse","1995-03-12 Arrêté sur l'économie laitière 1988 (AEL 1988)",1699352,620745,36.53
"Suisse","1995-03-12 Contre-projet de l'Assemblée fédérale relatif à  l'initiative populaire «pour une agriculture paysanne compétitive et respectueuse de l'environnement»",1702322,836215,49.12
"Suisse","1994-12-04 Loi fédérale sur les mesures de contrainte en matière de droit des étrangers",1968337,1435040,72.91
"Suisse","1994-12-04 Initiative populaire «pour une saine assurance-maladie»",1964851,460674,23.45
"Suisse","1994-12-04 Loi fédérale sur l'assurance-maladie (LAMal)",1971535,1021175,51.80
"Suisse","1994-09-25 Code pénal suisse. Code pénal militaire",2072637,1132662,54.65
"Suisse","1994-09-25 Arrêté fédéral supprimant la réduction du prix du blé indigène financée par les droits de douane",1995076,1288697,64.59
"Suisse","1994-06-12 Loi fédérale concernant les troupes suisses chargées d'opération en faveur du maintien de la paix (LOMP)",2103362,899626,42.77
"Suisse","1994-06-12 Arrêté fédéral sur la révision du droit de la nationalité dans la constitution fédérale (Naturalisation facilitée pour les jeunes étrangers)",2108615,1114158,52.84
"Suisse","1994-06-12 Arrêté fédéral concernant l'introduction dans la constitution fédérale d'un article sur l'encouragement de la culture (art. 27septies cst.)",2077213,1059025,50.98
"Suisse","1994-02-20 Loi sur la navigation aérienne",1771559,1081844,61.07
"Suisse","1994-02-20 Initiative populaire «pour la protection des régions alpines contre le trafic de transit»",1838853,954491,51.91
"Suisse","1994-02-20 Arrêté fédéral concernant l'introduction d'une redevance sur le trafic de poids lourds liée, soit aux prestations, soit à la consommation",1819541,1221630,67.14
"Suisse","1994-02-20 Arrêté fédéral concernant la prorogation de la redevance sur le trafic des poids lourds",1833464,1324242,72.23
"Suisse","1994-02-20 Arrêté fédéral concernant la prorogation de la redevance pour l'utilisation des routes nationales",1839486,1259609,68.48
"Suisse","1993-11-28 Initiative populaire «pour la prévention des problèmes liés au tabac»",2043318,521433,25.52
"Suisse","1993-11-28 Initiative populaire «pour la prévention des problèmes liés à l'alcool»",2043219,516054,25.26
"Suisse","1993-11-28 Arrêté fédéral sur les impôts de consommation spéciaux",1998398,1212002,60.65
"Suisse","1993-11-28 Arrêté fédéral prévoyant des mesures garantissant le maintien de la sécurité sociale",2011254,1258782,62.59
"Suisse","1993-11-28 Arrêté fédéral concernant la contribution à l'assainissement des finances fédérales",2016326,1163887,57.72
"Suisse","1993-11-28 Arrêté fédéral sur le régime financier",2021431,1347400,66.66
"Suisse","1993-09-26 Arrêté fédéral sur les mesures en matière d'assurance-chômage",1740182,1225069,70.40
"Suisse","1993-09-26 Arrêté fédéral sur des mesures temporaires contre le renchérissement de l'assurance-maladie",1758211,1416209,80.55
"Suisse","1993-09-26 Initiative populaire «pour un jour de la fête nationale férié (Initiative 1er août)»",1781407,1492285,83.77
"Suisse","1993-09-26 Arrêté fédéral sur le rattachement du district bernois de Laufon au canton de Bâle-Campagne",1581834,1188941,75.16
"Suisse","1993-09-26 Arrêté fédéral contre l'usage abusif d'armes",1784808,1539782,86.27
"Suisse","1993-06-06 Initiative populaire «pour une Suisse sans nouveaux avions de combat»",2510405,1074661,42.81
"Suisse","1993-06-06 Initiative populaire «40 places d'armes ça suffit! - L'armée doit aussi se soumettre à la législation sur la protection de l'environnement»",2515705,1124893,44.71
"Suisse","1993-03-07 Initiative populaire «pour l'abolition des expériences sur animaux»",2286091,634758,27.77
"Suisse","1993-03-07 Arrêté fédéral supprimant l'interdiction des maisons de jeu",2298452,1665454,72.46
"Suisse","1993-03-07 Loi fédérale concernant l'augmentation des droits d'entrée sur les carburants",2310440,1259373,54.51
"Suisse","1992-12-06 Arrêté fédéral sur l'espace économique européen (EEE)",3549580,1762872,49.66
"Suisse","1992-09-27 Loi fédérale sur le droit foncier rural",1975408,1058317,53.57
"Suisse","1992-09-27 Loi fédérale sur les droits de timbre",2001930,1230579,61.47
"Suisse","1992-09-27 Loi fédérale sur les contributions destinées à couvrir les coûts d'infrastructures des groupes et des députés (Loi sur les coûts d'infrastructures)",1930081,590484,30.59
"Suisse","1992-09-27 Loi fédérale sur les indemnités dues aux membres des conseils législatifs et sur les contributions aux groupes (Loi sur les indemnités parlementaires)",1967722,542768,27.58
"Suisse","1992-09-27 Loi fédérale sur la procédure de l'Assemblée fédérale, ainsi que sur la forme, la publication et l'entrée en vigueur des actes législatifs (Loi sur les rapports entre les conseils)",1891317,1097185,58.01
"Suisse","1992-09-27 Arrêté fédéral relatif à la construction de la ligne ferroviarie suisse à travers les Alpes (Arrêté sur le transit alpin)",2052962,1305914,63.61
"Suisse","1992-05-17 Code pénal suisse. Code pénal militaire (Infraction contre l'intégrité sexuelle)",1717327,1255604,73.11
"Suisse","1992-05-17 Arrêté fédéral pour l'introduction d'un service civil pour les objecteurs de conscience",1747704,1442263,82.52
"Suisse","1992-05-17 Contre-projet de l'Assemblée fédérale relatif à l'initiative populaire «contre l'application abusive des techniques de reproduction et de manipulation génetique à l'espèce humaine»",1721687,1271052,73.83
"Suisse","1992-05-17 Initiative populaire «pour la sauvegarde de nos eaux»",1738070,644083,37.06
"Suisse","1992-05-17 Loi fédérale sur la protection des eaux (LEaux)",1742946,1151706,66.08
"Suisse","1992-05-17 Loi fédérale concernant la participation de la Suisse aux institutions de Bretton Woods",1648183,929926,56.42
"Suisse","1992-05-17 Arrêté fédéral concernant l'adhésion de la Suisse aux institutions de Bretton Woods",1654238,923685,55.84
"Suisse","1992-02-16 Initiative populaire «pour une réduction stricte et progressive des expériences sur les animaux  (Limitons strictement l'expérimentation animale!)»",1982134,864898,43.63
"Suisse","1992-02-16 Initiative populaire «pour une assurance-maladie financièrement supportable (Initiative des caisses-maladie)»",1968545,772995,39.27
"Suisse","1991-06-02 Code pénal militaire (CPM)",1468116,817458,55.68
"Suisse","1991-06-02 Arrêté fédéral sur le nouveau régime des finances fédérales",1455306,664318,45.65
"Suisse","1991-03-03 Initiative populaire «pour l'encouragement des transports publics»",1337094,496600,37.14
"Suisse","1991-03-03 Arrêté fédéral abaissant à 18 ans l'âge requis pour l'exercice du droit de vote et d'éligibilité",1349072,981425,72.75
"Suisse","1990-09-23 Loi fédérale sur la circulation routière",1702691,898958,52.80
"Suisse","1990-09-23 Arrêté fédéral relatif à un article constitutionnel sur l'énergie",1708786,1214940,71.10
"Suisse","1990-09-23 Initiative populaire «Halte à la construction de centrales nucléaires (moratoire)»",1735306,946087,54.52
"Suisse","1990-09-23 Initiative populaire «pour un abandon progressif de l'énergie atomique»",1732049,816300,47.13
"Suisse","1990-04-01 Loi fédérale d'organisation judiciaire",1638423,775885,47.36
"Suisse","1990-04-01 Arrêté fédéral sur la viticulture",1652816,771207,46.66
"Suisse","1990-04-01 Initiative populaire «contre la construction d'une autoroute entre Bienne et Soleure / Zuchwil»",1739696,592237,34.04
"Suisse","1990-04-01 Initiative populaire «pour un district du Knonau sans autoroutes»",1745060,547359,31.37
"Suisse","1990-04-01 Initiative populaire «pour une région sans autoroute entre Morat et Yverdon»",1747004,571648,32.72
"Suisse","1990-04-01 Initiative populaire «Halte au bétonnage - pour une stabilisation du réseau routier»",1755812,500615,28.51
"Suisse","1989-11-26 Initiative populaire «pro vitesse 130/100»",2962979,1126458,38.02
"Suisse","1989-11-26 Initiative populaire «pour une Suisse sans armée et pour une politique globale de paix»",2956918,1052442,35.59
"Suisse","1989-06-04 Initiative populaire «pour une protection des exploitations paysannes et contre les fabriques d'animaux (Initiative en faveur des petits paysans)»",1515465,741772,48.95
"Suisse","1988-12-04 Initiative populaire «pour la limitation de l'immigration»",2238421,731929,32.70
"Suisse","1988-12-04 Initiative populaire «pour la réduction de la durée du travail»",2244800,769264,34.27
"Suisse","1988-12-04 Initiative populaire «ville-campagne contre la spéculation foncière»",2230103,686398,30.78
"Suisse","1988-06-12 Initiative populaire «visant à abaisser à 62 ans pour les hommes et à 60  ans pour les femmes l'âge donnant droit à la rente AVS»",1777930,624390,35.12
"Suisse","1988-06-12 Arrêté fédéral relatif à la modification de la constitution fédérale visant à créer les bases d'une politique coordonnée des transports",1753255,797955,45.51
"Suisse","1987-12-06 Initiative populaire «pour la protection des marais - Initiative de Rothenthurm»",1997003,1153448,57.76
